Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
315,Alec Burks,33,MIA,SG,26,0,420,12.3,.604,.750,.232,2.1,11.7,7.0,9.4,1.8,1.1,6.8,13.9,0.5,0.4,1.0,.110,-0.6,0.7,0.1,0.2,,burksal01
316,Joel Embiid,30,PHI,C,14,14,419,25.0,.586,.219,.500,6.9,25.9,15.9,26.3,1.4,3.2,13.5,36.0,0.8,0.4,1.2,.141,4.2,0.1,4.3,0.7,,embiijo01
317,Pat Connaughton,32,MIL,SG,28,0,418,10.6,.546,.551,.159,4.5,14.6,9.7,14.4,0.5,2.0,11.6,13.5,0.4,0.3,0.7,.082,-1.4,-0.6,-2.0,0.0,,connapa01
318,DeAndre Jordan,36,DEN,C,35,2,410,14.6,.624,.000,.341,12.9,28.5,21.1,8.2,1.2,3.7,19.7,12.6,0.5,0.5,1.0,.117,-1.7,0.1,-1.6,0.0,,jordade01
319,Reed Sheppard,20,HOU,PG,35,0,410,8.0,.417,.603,.062,3.3,9.9,6.5,12.6,2.5,2.9,11.8,17.0,-0.4,0.6,0.3,.031,-3.8,1.6,-2.2,0.0,,sheppre01
320,Caleb Houstan,22,ORL,SF,34,5,410,5.4,.476,.867,.092,3.4,6.4,4.8,5.2,0.9,0.7,4.7,11.3,0.0,0.4,0.4,.049,-4.8,-0.9,-5.7,-0.4,,houstca01
321,Aaron Holiday,28,HOU,PG,36,1,409,10.9,.574,.669,.153,1.5,7.5,4.4,14.2,1.5,0.9,11.4,15.0,0.5,0.5,1.0,.116,-1.6,0.4,-1.2,0.1,,holidaa01
322,Delon Wright,32,MIL,PG,26,2,405,7.4,.365,.598,.195,4.1,7.9,6.1,14.5,2.7,2.1,13.6,11.1,-0.3,0.5,0.2,.021,-4.3,1.3,-2.9,-0.1,,wrighde01
323,Zion Williamson,24,NOP,PF,14,14,399,24.8,.555,.046,.487,10.9,19.7,15.2,33.1,1.9,4.0,13.2,35.2,0.5,0.3,0.8,.096,3.4,0.0,3.4,0.5,,willizi01
324,Tosan Evbuomwan,23,BRK,SF,16,0,396,10.7,.559,.317,.310,5.1,14.5,9.6,10.9,1.5,1.0,17.3,19.3,-0.1,0.3,0.2,.020,-3.3,-0.7,-4.0,-0.2,,evbuoto01
325,Pelle Larsson,23,MIA,SG,31,1,390,9.2,.556,.479,.323,3.7,8.8,6.3,10.5,1.8,0.5,9.9,13.8,0.3,0.3,0.6,.077,-4.5,0.1,-4.4,-0.2,,larsspe01
326,Olivier-Maxence Prosper,22,DAL,PF,40,2,389,13.4,.488,.331,.463,10.2,16.3,13.3,9.3,2.0,1.1,8.2,17.4,0.3,0.4,0.7,.083,-1.1,-0.8,-1.9,0.0,,prospol01
327,Ryan Rollins,22,MIL,PG,32,6,386,12.4,.573,.431,.169,3.2,9.7,6.5,13.1,2.9,2.9,17.2,19.0,0.0,0.5,0.5,.062,-3.0,1.3,-1.8,0.0,,rolliry01
328,Keaton Wallace,25,ATL,PG,22,3,386,9.9,.538,.517,.095,1.3,8.3,4.7,18.1,2.6,1.4,17.7,15.5,0.0,0.3,0.3,.037,-3.5,1.1,-2.4,0.0,,wallake01
329,Larry Nance Jr.,32,ATL,PF,20,3,385,16.7,.633,.496,.078,5.4,20.2,12.6,11.5,2.3,2.9,8.9,15.5,0.7,0.5,1.1,.140,1.3,0.8,2.1,0.4,,nancela02
330,Marcus Smart,30,MEM,PG,18,6,382,12.3,.523,.613,.254,4.0,7.6,5.8,22.3,2.8,1.4,17.7,20.0,0.2,0.5,0.7,.083,-0.8,0.7,-0.1,0.2,,smartma01
331,Jabari Walker,22,POR,SF,37,1,375,11.0,.507,.321,.245,8.4,22.2,15.2,6.4,2.5,1.2,14.6,15.4,-0.1,0.5,0.4,.050,-3.7,0.2,-3.4,-0.1,,walkeja01
332,Reggie Jackson,34,PHI,PG,30,1,372,9.1,.474,.558,.070,2.4,10.9,6.5,17.4,2.0,0.8,11.3,17.8,-0.2,0.2,0.1,.010,-3.5,-0.9,-4.4,-0.2,,jacksre01
333,Jordan Miller,25,LAC,SF,29,0,370,11.3,.505,.286,.262,6.7,8.9,7.8,12.1,2.0,1.3,13.5,19.0,0.0,0.5,0.4,.057,-2.4,0.0,-2.4,0.0,,millejo02
334,Gary Harris,30,ORL,SG,23,2,370,7.3,.539,.775,.100,3.2,5.0,4.1,3.9,2.0,1.6,11.6,11.1,0.0,0.5,0.4,.057,-3.5,0.8,-2.6,-0.1,,harriga01
335,Adem Bona,21,PHI,C,34,1,366,11.7,.692,.000,.784,10.4,20.9,15.4,4.2,0.8,7.3,25.1,11.1,0.3,0.4,0.7,.096,-4.9,0.3,-4.6,-0.2,,bonaad01
336,John Konchar,28,MEM,SG,26,3,366,11.2,.540,.692,.092,7.7,21.8,14.9,9.1,1.8,2.7,12.9,8.4,0.4,0.6,1.0,.127,-1.0,1.9,0.9,0.3,,konchjo01
337,Jared Butler,24,WAS,PG,32,0,362,17.9,.562,.233,.256,3.9,7.9,5.9,38.9,1.6,1.3,12.9,25.8,0.5,0.0,0.6,.076,2.2,-1.3,0.8,0.3,,butleja02
338,Kelly Olynyk,33,TOR,C,23,1,358,15.5,.648,.355,.383,6.7,18.5,12.6,21.1,2.0,2.1,21.9,18.9,0.4,0.4,0.8,.108,-0.3,1.0,0.7,0.2,,olynyke01
339,Jae'Sean Tate,29,HOU,SF,31,2,354,12.9,.562,.221,.389,8.5,11.5,9.9,10.0,2.6,0.5,10.5,14.4,0.5,0.5,1.1,.144,-2.6,1.6,-1.0,0.1,,tateja01
340,Jaylin Williams,22,OKC,PF,21,5,354,16.0,.559,.685,.054,8.2,25.2,16.9,18.1,1.4,4.0,11.7,15.4,0.6,0.8,1.4,.193,1.1,2.6,3.7,0.5,,willija07
341,Mo Bamba,26,LAC,C,28,2,352,14.5,.561,.485,.243,8.3,29.4,19.0,6.5,1.3,7.9,14.3,16.3,0.1,0.8,0.9,.127,-2.6,2.3,-0.4,0.2,,bambamo01
342,Micah Potter,26,UTA,C,20,8,351,8.5,.558,.785,.108,7.0,17.0,12.0,5.7,0.7,2.4,15.0,9.6,0.2,0.1,0.3,.042,-2.4,-0.5,-2.9,-0.1,,pottemi01
343,Charles Bassey,24,SAS,C,32,1,346,19.5,.590,.000,.300,17.0,27.3,22.2,6.1,1.7,7.3,15.0,18.0,0.4,0.6,1.0,.145,-1.7,0.5,-1.2,0.1,,bassech01
344,David Roddy,23,ATL,PF,27,3,346,11.9,.594,.462,.237,3.3,18.9,10.9,11.6,1.6,2.1,16.3,14.5,0.2,0.3,0.5,.070,-1.8,0.4,-1.4,0.0,,roddyda01
345,Svi Mykhailiuk,27,UTA,SF,18,8,340,11.7,.562,.714,.091,2.6,10.5,6.6,13.9,1.9,1.4,16.2,23.6,-0.1,0.1,0.0,-0.001,-0.6,-1.5,-2.1,0.0,,mykhasv01
346,Bruce Brown,28,TOR,PG,17,0,335,12.6,.534,.270,.221,5.2,16.1,10.7,11.4,2.3,0.9,12.4,19.3,0.1,0.3,0.4,.052,-2.5,0.0,-2.5,0.0,,brownbr01
347,Trevelin Queen,27,ORL,SG,21,2,332,10.2,.491,.529,.108,5.2,6.7,5.9,13.8,3.3,2.3,15.1,16.5,-0.2,0.6,0.4,.058,-3.5,2.2,-1.3,0.1,,queentr01
348,Ousmane Dieng,21,OKC,C,28,0,322,11.0,.500,.570,.160,5.0,17.3,11.2,10.6,2.1,1.9,11.6,16.0,0.0,0.7,0.7,.103,-2.6,1.3,-1.3,0.1,,diengou01
349,Tre Mann,23,CHO,PG,13,0,319,13.6,.537,.373,.130,3.9,9.0,6.4,21.1,1.1,1.2,12.8,25.8,0.1,0.2,0.3,.040,-0.5,-1.9,-2.4,0.0,,manntr01
350,Robert Williams,27,POR,C,18,3,318,18.9,.676,.044,.250,11.2,26.2,18.6,9.0,1.7,9.0,18.4,12.3,0.6,0.5,1.1,.162,-0.2,2.8,2.6,0.4,,williro04
351,Gui Santos,22,GSW,PF,25,1,315,12.0,.614,.635,.230,8.7,13.8,11.2,13.0,1.4,0.9,16.4,13.0,0.4,0.3,0.7,.112,-1.6,-0.2,-1.8,0.0,,santogu01
352,Immanuel Quickley,25,TOR,PG,12,12,310,16.6,.554,.469,.276,0.7,8.2,4.4,32.2,1.1,0.6,9.5,24.5,0.6,0.1,0.7,.110,2.4,-2.7,-0.3,0.1,,quickim01
353,KJ Simpson,22,CHO,PG,17,0,295,6.8,.375,.435,.278,7.0,7.5,7.3,18.0,2.0,1.3,12.9,19.9,-0.5,0.2,-0.2,-0.040,-5.8,-0.6,-6.5,-0.3,,simpskj01
354,Aaron Nesmith,25,IND,SF,14,8,294,12.3,.654,.425,.313,2.7,15.0,8.9,7.2,1.5,1.3,10.8,15.0,0.4,0.2,0.7,.109,-1.6,-0.4,-2.0,0.0,,nesmiaa01
355,Kawhi Leonard,33,LAC,SF,12,12,291,17.6,.539,.311,.138,3.1,17.8,10.5,17.4,1.9,2.1,10.1,29.3,0.0,0.5,0.5,.075,0.4,-0.3,0.1,0.2,,leonaka01
356,Blake Wesley,21,SAS,SG,31,0,287,11.0,.526,.256,.280,2.2,6.1,4.2,29.2,2.4,0.9,23.3,17.8,-0.1,0.2,0.1,.024,-3.2,-0.4,-3.6,-0.1,,weslebl01
357,Malaki Branham,21,SAS,SG,30,0,287,9.2,.558,.469,.177,1.1,10.8,6.1,13.4,1.2,0.6,18.7,22.2,-0.3,0.2,-0.1,-0.021,-2.9,-1.8,-4.7,-0.2,,branhma01
358,Rob Dillingham,20,MIN,PG,25,0,285,12.7,.585,.400,.058,1.6,8.8,5.3,34.3,1.2,0.0,22.1,24.2,0.0,0.3,0.3,.047,-1.0,-1.8,-2.8,-0.1,,dilliro01
359,Jaylon Tyson,22,CLE,SG,31,2,281,10.9,.525,.407,.185,8.4,16.6,12.6,11.4,1.2,0.6,12.0,15.2,0.3,0.3,0.6,.097,-2.7,-0.4,-3.1,-0.1,,tysonja01
360,Rayan Rupert,20,POR,SG,35,0,276,8.6,.506,.449,.231,7.8,8.0,7.9,8.1,1.4,0.7,15.7,15.6,0.0,0.1,0.1,.011,-2.7,-1.6,-4.3,-0.2,,ruperra01
361,Paul Reed,25,DET,C,27,0,272,20.6,.624,.207,.305,8.2,17.5,12.9,14.2,5.2,4.9,12.3,16.6,0.6,0.6,1.2,.210,0.3,4.9,5.2,0.5,,reedpa01
362,Dru Smith,27,MIA,SG,14,1,268,13.3,.656,.492,.197,5.0,9.6,7.3,12.2,3.9,2.1,20.4,13.7,0.2,0.4,0.6,.115,-1.3,3.3,1.9,0.3,,smithdr01
363,Jordan Walsh,20,BOS,PF,34,1,267,6.5,.462,.704,.185,4.8,10.2,7.5,4.3,1.5,2.7,12.0,10.8,-0.1,0.3,0.2,.042,-4.2,0.3,-3.9,-0.1,,walshjo01
364,Dillon Jones,23,OKC,SF,29,0,267,6.5,.398,.559,.206,7.7,16.5,12.2,11.7,0.9,1.1,13.9,13.7,-0.2,0.5,0.3,.048,-4.9,-0.4,-5.3,-0.2,,jonesdi01
365,Patty Mills,36,2TM,PG,18,0,267,6.1,.456,.759,.063,1.2,7.3,4.3,11.3,2.4,1.1,16.5,15.3,-0.3,0.1,-0.2,-0.039,-4.7,-0.1,-4.8,-0.2,,millspa02
365,Patty Mills,36,UTA,PG,17,0,260,6.4,.473,.750,.066,1.3,7.5,4.4,11.1,2.2,1.1,17.0,15.2,-0.3,0.1,-0.2,-0.033,-4.4,-0.1,-4.5,-0.2,,millspa02
365,Patty Mills,36,LAC,PG,1,0,7,-4.6,.000,1.000,.000,0.0,0.0,0.0,17.0,7.0,0.0,0.0,18.5,-0.1,0.0,0.0,-0.275,-14.9,-1.0,-15.9,0.0,,millspa02
366,DaQuan Jeffries,27,CHO,SG,16,0,266,11.2,.579,.580,.116,4.7,12.5,8.5,7.7,2.0,2.2,8.8,12.6,0.3,0.3,0.6,.101,-2.6,0.9,-1.7,0.0,,jeffrda01
367,Chet Holmgren,22,OKC,C,10,10,265,22.4,.619,.333,.441,6.5,28.2,17.5,10.8,1.5,10.0,14.8,24.9,0.4,0.7,1.1,.200,2.2,3.7,5.9,0.5,,holmgch01
368,Trendon Watford,24,BRK,PF,16,0,261,10.6,.537,.304,.363,3.0,18.9,10.6,12.6,1.3,1.5,15.1,23.5,-0.2,0.2,0.1,.012,-5.0,-0.9,-5.9,-0.3,,watfotr01
369,Doug McDermott,33,SAC,SF,31,3,260,8.5,.608,.847,.059,0.8,6.3,3.6,2.0,0.7,0.4,5.4,15.1,0.2,0.1,0.3,.053,-2.0,-2.4,-4.4,-0.2,,mcderdo01
370,Sandro Mamukelashvili,25,SAS,PF,31,0,258,20.6,.703,.587,.293,8.3,22.1,15.3,9.0,1.3,2.7,11.1,19.3,0.6,0.3,0.9,.175,3.7,0.1,3.9,0.4,,mamuksa01
371,Alex Len,31,SAC,C,35,3,255,13.3,.557,.146,.317,10.8,16.8,13.8,14.6,1.5,6.8,19.1,9.6,0.3,0.3,0.7,.124,-2.0,2.4,0.4,0.2,,lenal01
372,Hunter Tyson,24,DEN,PF,34,0,255,7.6,.512,.610,.322,5.0,16.9,11.2,6.0,0.9,1.7,11.8,12.7,0.1,0.2,0.2,.046,-4.3,-1.3,-5.6,-0.2,,tysonhu01
373,Jeff Dowtin,27,PHI,PG,23,0,255,11.3,.469,.288,.213,1.3,11.6,6.2,18.9,1.6,1.6,3.3,15.7,0.2,0.1,0.3,.056,-2.1,-0.1,-2.2,0.0,,dowtije01
374,Quenton Jackson,26,IND,PG,18,7,254,13.3,.598,.316,.276,4.5,7.4,5.9,16.4,1.7,1.8,11.4,16.4,0.4,0.2,0.6,.105,-1.7,-0.5,-2.2,0.0,,jacksqu01
375,Dwight Powell,33,DAL,C,33,0,251,14.7,.785,.056,1.667,9.7,15.5,12.7,11.2,2.3,5.3,18.3,6.5,0.6,0.4,1.0,.189,-0.7,3.4,2.7,0.3,,poweldw01
376,Johnny Davis,22,WAS,SG,33,0,240,10.3,.473,.372,.192,4.2,12.3,8.2,6.7,3.0,2.3,7.6,15.9,-0.1,0.2,0.0,.007,-3.5,0.6,-2.9,-0.1,,davisjo06
377,Jamal Cain,25,NOP,SF,19,0,235,11.1,.554,.534,.276,7.1,14.3,10.6,5.9,1.9,2.8,11.0,13.1,0.2,0.1,0.3,.055,-2.5,-0.1,-2.6,0.0,,cainja01
378,Craig Porter Jr.,24,CLE,PG,29,0,234,12.6,.679,.294,.157,1.9,9.5,5.8,15.9,1.2,3.9,21.6,12.7,0.3,0.3,0.5,.110,-0.2,1.1,1.0,0.2,,portecr01
379,Jock Landale,29,HOU,C,24,0,234,13.9,.491,.118,.382,13.7,16.9,15.3,12.1,1.0,3.1,12.2,15.9,0.2,0.3,0.6,.115,-1.0,0.4,-0.5,0.1,,landajo01
380,Johnny Furphy,20,IND,SG,32,0,233,8.3,.526,.582,.164,6.4,9.4,7.9,4.8,1.9,2.4,13.2,12.6,0.0,0.2,0.2,.042,-3.0,-0.5,-3.4,-0.1,,furphjo01
381,Christian Koloko,24,LAL,C,27,0,233,12.9,.645,.050,.150,13.0,15.1,14.1,6.9,1.5,3.1,14.1,9.4,0.4,0.2,0.7,.138,-2.4,0.2,-2.2,0.0,,kolokch01
382,Bones Hyland,24,LAC,PG,20,0,222,16.6,.569,.696,.226,2.5,9.4,6.0,19.8,4.0,1.8,16.0,29.3,0.0,0.4,0.4,.096,1.4,1.7,3.1,0.3,,hylanbo01
383,Cory Joseph,33,ORL,PG,29,0,220,8.2,.477,.678,.068,3.0,9.6,6.1,16.0,2.5,1.3,15.3,14.2,-0.1,0.3,0.2,.047,-4.3,1.2,-3.1,-0.1,,josepco01
384,Wendell Moore Jr.,23,DET,SG,20,1,219,12.6,.561,.280,.280,5.6,16.7,11.2,13.8,2.2,1.3,13.8,12.6,0.2,0.3,0.5,.111,-1.9,1.5,-0.4,0.1,,moorewe01
385,Taj Gibson,39,CHO,C,20,11,216,10.0,.468,.043,.261,13.9,20.0,16.9,7.2,1.4,4.1,20.2,12.6,-0.1,0.3,0.2,.047,-5.3,0.3,-5.0,-0.2,,gibsota01
386,Josh Minott,22,MIN,SF,30,0,215,13.1,.549,.426,.162,3.7,12.7,8.3,8.9,2.8,4.4,8.8,16.2,0.1,0.4,0.5,.115,-2.7,2.9,0.2,0.1,,minotjo01
387,Isaiah Wong,24,CHO,SG,17,0,209,10.2,.464,.325,.386,7.0,8.5,7.7,17.4,2.1,0.0,13.4,22.6,-0.1,0.2,0.0,.008,-3.5,-1.0,-4.5,-0.1,,wongis01
388,Trey Jemison,25,2TM,C,21,0,207,8.9,.450,.000,.641,12.7,19.4,16.1,7.1,1.9,4.5,20.6,12.9,-0.1,0.2,0.0,.009,-6.7,-0.1,-6.8,-0.3,,jemistr01
388,Trey Jemison,25,NOP,C,16,0,166,9.5,.461,.000,.656,13.8,14.9,14.3,8.1,2.0,3.4,19.5,13.0,-0.1,0.1,0.0,.012,-5.8,-0.5,-6.2,-0.2,,jemistr01
388,Trey Jemison,25,LAL,C,5,0,41,6.5,.400,.000,.571,8.5,37.7,23.5,3.1,1.2,8.9,25.5,12.7,-0.1,0.1,0.0,-0.001,-10.6,1.4,-9.1,-0.1,,jemistr01
389,Kai Jones,24,LAC,C,27,0,205,14.3,.732,.057,.343,8.2,16.1,12.2,6.8,1.4,6.3,19.9,10.6,0.3,0.4,0.7,.159,-2.1,2.6,0.4,0.1,,joneska01
390,Isaac Jones,24,SAC,PF,24,0,204,13.4,.669,.074,.463,5.9,12.4,9.2,4.1,0.7,3.8,14.5,15.9,0.2,0.2,0.4,.092,-2.4,-0.7,-3.0,-0.1,,jonesis01
391,Reece Beekman,23,2TM,PG,19,0,203,8.5,.431,.354,.146,2.7,5.9,4.3,20.8,2.9,1.0,15.0,13.0,-0.1,0.2,0.1,.017,-4.8,1.2,-3.6,-0.1,,beekmre01
391,Reece Beekman,23,GSW,PG,2,0,4,42.7,1.000,.000,.000,25.5,0.0,13.2,42.1,12.1,0.0,0.0,10.5,0.0,0.0,0.0,.593,9.9,15.9,25.8,0.0,,beekmre01
391,Reece Beekman,23,BRK,PG,17,0,199,7.8,.419,.362,.149,2.2,6.0,4.1,20.4,2.8,1.0,15.2,13.1,-0.1,0.2,0.0,.006,-5.1,0.9,-4.2,-0.1,,beekmre01
392,Anthony Gill,32,WAS,PF,35,0,200,9.3,.589,.333,.667,3.1,12.2,7.5,4.9,1.4,0.5,9.9,12.6,0.1,0.0,0.2,.040,-3.5,-1.1,-4.6,-0.1,,gillan01
393,Tristan Thompson,33,CLE,C,25,0,200,8.1,.401,.068,.500,10.1,30.3,20.4,10.1,0.2,3.2,15.7,13.6,-0.1,0.3,0.1,.035,-5.6,0.0,-5.6,-0.2,,thomptr01
394,Kevin Love,36,MIA,PF,18,6,200,16.6,.484,.586,.192,9.4,31.1,20.4,14.8,3.5,0.9,10.8,26.6,-0.1,0.4,0.3,.069,-0.3,0.6,0.4,0.1,,loveke01
395,Landry Shamet,27,NYK,SG,19,0,197,6.3,.484,.596,.077,3.0,5.7,4.4,5.0,2.0,0.9,11.5,13.4,-0.1,0.1,0.0,.007,-4.0,-0.2,-4.1,-0.1,,shamela01
396,Dario Šarić,30,DEN,C,13,4,192,7.2,.420,.444,.185,7.8,18.6,13.5,13.6,1.7,0.5,19.3,16.0,-0.2,0.2,0.0,-0.010,-4.7,-0.3,-5.1,-0.1,,saricda01
397,Jordan McLaughlin,28,SAC,PG,28,0,190,9.3,.519,.591,.364,2.3,9.8,6.1,15.6,2.8,0.0,17.7,13.9,0.0,0.2,0.2,.047,-3.8,0.2,-3.6,-0.1,,mclaujo01
398,Xavier Tillman Sr.,26,BOS,C,26,1,190,3.1,.306,.550,.050,4.5,16.0,10.3,4.6,2.1,2.4,18.0,11.4,-0.4,0.3,-0.1,-0.034,-7.5,0.3,-7.1,-0.2,,tillmxa01
399,Kessler Edwards,24,DAL,SF,21,2,179,6.0,.421,.567,.067,2.5,18.2,10.5,6.8,1.6,2.5,11.5,8.3,-0.1,0.2,0.1,.036,-4.7,1.0,-3.7,-0.1,,edwarke02
400,Zeke Nnaji,24,DEN,PF,29,1,175,7.3,.509,.319,.149,3.3,9.6,6.6,2.8,0.5,4.5,9.1,13.3,-0.1,0.1,0.0,.014,-5.0,-1.3,-6.3,-0.2,,nnajize01
401,Antonio Reeves,24,NOP,SG,19,0,171,12.1,.515,.506,.104,3.6,7.9,5.7,9.9,1.7,0.0,5.8,21.1,0.1,0.0,0.1,.018,-0.8,-2.4,-3.2,-0.1,,reevean01
402,Jaylen Nowell,25,NOP,SG,8,0,168,7.7,.430,.370,.151,3.7,9.4,6.4,15.7,0.3,2.2,9.3,21.5,-0.2,0.0,-0.2,-0.066,-3.1,-2.6,-5.7,-0.2,,nowelja01
403,Marvin Bagley III,25,WAS,C,19,1,166,20.0,.573,.141,.324,16.6,18.5,17.5,7.2,2.0,2.7,11.9,23.1,0.2,0.1,0.3,.086,1.0,-2.1,-1.0,0.0,,baglema01
404,Jalen Pickett,25,DEN,SG,20,0,164,11.2,.549,.522,.022,2.8,8.3,5.7,22.5,1.2,0.5,13.1,13.8,0.2,0.1,0.3,.082,-0.9,-1.3,-2.2,0.0,,pickeja02
405,Kobe Brown,25,LAC,PF,20,0,159,13.5,.543,.340,.085,10.6,20.8,15.7,12.7,0.9,1.3,11.0,14.9,0.2,0.2,0.4,.124,-0.7,0.1,-0.6,0.1,,brownko01
406,Jevon Carter,29,CHI,PG,23,0,150,13.8,.567,.716,.119,1.4,12.3,6.9,14.2,1.9,0.6,9.0,21.6,0.1,0.1,0.2,.061,0.0,-1.4,-1.4,0.0,,carteje01
407,Josh Richardson,31,MIA,SG,8,0,150,4.4,.402,.579,.105,4.4,4.3,4.4,10.7,2.6,0.6,16.8,14.1,-0.2,0.1,-0.1,-0.025,-7.3,0.3,-6.9,-0.2,,richajo01
408,Ariel Hukporti,22,NYK,C,19,0,149,9.5,.684,.000,.550,5.5,21.1,13.4,6.6,0.0,7.5,30.7,10.4,0.0,0.2,0.2,.059,-4.5,1.3,-3.3,0.0,,hukpoar01
409,Quinten Post,24,GSW,PF,11,3,148,15.0,.575,.635,.111,6.2,19.1,12.5,18.4,0.7,1.9,9.6,20.8,0.2,0.2,0.4,.130,0.8,0.4,1.1,0.1,,postqu01
410,Bruno Fernando,26,TOR,C,17,2,147,15.5,.552,.000,.163,15.7,22.5,19.1,17.6,1.3,5.9,21.0,19.1,0.1,0.2,0.2,.078,-2.6,1.9,-0.7,0.0,,fernabr01
411,Tyler Kolek,23,NYK,PG,28,0,146,11.1,.534,.596,.128,1.6,10.0,5.9,19.1,2.4,0.6,15.3,17.4,0.1,0.1,0.2,.069,-2.5,0.0,-2.5,0.0,,kolekty01
412,Jeff Green,38,HOU,PF,14,2,145,11.3,.663,.615,.231,1.4,12.1,6.6,2.9,1.0,0.6,8.5,13.3,0.2,0.2,0.4,.132,-2.2,-0.5,-2.8,0.0,,greenje02
413,Elfrid Payton,30,NOP,PG,7,3,144,14.8,.501,.022,.043,3.6,14.8,9.0,49.3,3.4,1.9,29.9,19.6,-0.1,0.1,0.0,.011,-2.2,0.2,-2.1,0.0,,paytoel01
414,Jaden Springer,22,BOS,SG,26,0,141,12.0,.520,.559,.618,3.1,15.4,9.2,9.2,4.2,0.6,8.5,14.6,0.1,0.3,0.4,.131,-4.3,3.8,-0.4,0.1,,sprinja01
415,Enrique Freeman,24,IND,PF,19,1,139,6.1,.521,.240,.520,4.9,10.3,7.6,7.1,0.7,1.3,14.0,11.1,0.0,0.1,0.1,.027,-5.2,-1.6,-6.7,-0.2,,freemen01
416,Devin Carter,22,SAC,PG,14,0,139,8.5,.416,.519,.259,4.7,23.7,14.2,15.8,0.7,2.1,10.4,20.6,-0.2,0.1,0.0,-0.007,-4.6,-1.3,-5.9,-0.1,,cartede02
417,Richaun Holmes,31,WAS,PF,12,0,138,16.1,.605,.059,.324,12.6,23.7,18.0,9.6,0.7,4.0,11.4,13.2,0.3,0.1,0.3,.118,-1.0,-0.1,-1.0,0.0,,holmeri01
418,GG Jackson II,20,MEM,PF,8,0,138,9.7,.477,.521,.141,5.5,16.5,11.1,6.7,1.7,1.3,12.7,24.9,-0.2,0.2,0.0,-0.002,-4.1,-2.4,-6.5,-0.2,,jacksgg01
419,Elijah Harkless,24,UTA,SG,9,0,135,8.3,.425,.714,.171,7.4,9.6,8.5,8.0,3.6,0.7,7.4,12.6,0.0,0.1,0.1,.031,-5.0,1.4,-3.6,0.0,,harklej01
420,Duop Reath,28,POR,C,25,0,133,10.1,.524,.700,.200,7.3,10.8,9.1,6.5,0.0,1.4,6.8,18.5,0.1,0.0,0.1,.052,-1.3,-2.8,-4.0,-0.1,,reathdu01
