Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
421,Orlando Robinson,24,2TM,C,15,0,132,9.7,.469,.231,.462,8.3,19.2,13.7,11.8,2.2,2.2,17.6,18.3,-0.1,0.1,0.0,.017,-6.2,0.4,-5.8,-0.1,,robinor01
421,Orlando Robinson,24,SAC,C,9,0,57,12.1,.473,.294,.412,5.8,21.2,13.5,20.5,2.5,1.7,16.6,18.0,0.0,0.1,0.1,.050,-4.1,1.1,-2.9,0.0,,robinor01
421,Orlando Robinson,24,TOR,C,6,0,75,7.8,.466,.182,.500,10.2,17.7,13.9,5.2,1.9,2.6,18.3,18.5,-0.1,0.1,0.0,-0.009,-7.7,-0.2,-8.0,-0.1,,robinor01
422,Kobe Bufkin,21,ATL,SG,10,0,124,10.6,.483,.404,.383,4.2,14.3,9.1,18.9,1.1,1.5,12.7,20.7,0.0,0.1,0.0,.019,-3.5,-0.6,-4.1,-0.1,,bufkiko01
423,Pat Spencer,28,GSW,PG,18,0,123,13.3,.435,.222,.222,7.5,12.4,9.8,31.1,3.2,1.5,16.8,20.3,0.0,0.2,0.1,.050,-1.9,1.9,-0.1,0.1,,spencpa01
424,Colby Jones,22,SAC,SG,23,0,122,7.5,.520,.360,.000,5.4,12.6,9.0,5.1,2.0,4.8,21.9,11.2,-0.1,0.1,0.1,.023,-4.6,0.7,-3.9,-0.1,,jonesco02
425,Cam Spencer,24,MEM,SG,10,0,121,11.4,.589,.533,.300,4.5,10.3,7.4,15.7,1.1,0.8,12.8,12.8,0.2,0.1,0.3,.130,-1.5,0.3,-1.2,0.0,,spencca01
426,De'Anthony Melton,26,GSW,SG,6,2,121,13.5,.539,.648,.148,5.1,12.6,8.7,21.2,2.8,1.6,14.8,23.5,0.0,0.2,0.2,.072,-1.5,0.6,-0.9,0.0,,meltode01
427,MarJon Beauchamp,24,MIL,SF,25,0,120,8.5,.497,.447,.255,5.6,21.6,13.8,9.2,1.2,0.8,19.9,23.7,-0.2,0.1,-0.1,-0.045,-4.8,-2.0,-6.8,-0.1,,beaucma01
428,Brandon Williams,25,DAL,PG,17,0,120,9.7,.514,.375,.325,1.8,9.7,5.8,21.4,1.2,0.0,17.9,19.8,0.0,0.1,0.0,.015,-3.3,-1.4,-4.7,-0.1,,willibr03
429,Karlo Matković,23,NOP,PF,12,0,118,10.5,.461,.217,.087,12.3,20.0,16.0,8.9,2.5,7.1,27.4,11.7,-0.1,0.1,0.0,.020,-5.3,0.7,-4.6,-0.1,,matkoka01
430,Drew Peterson,25,BOS,PF,13,0,117,11.0,.646,.750,.292,4.6,19.5,12.0,9.0,0.8,1.6,15.6,11.9,0.2,0.2,0.3,.128,-1.7,1.4,-0.3,0.1,,peterdr01
431,Torrey Craig,34,CHI,SF,9,1,113,17.3,.663,.778,.089,7.5,15.4,11.5,6.3,0.8,0.8,0.0,17.3,0.3,0.1,0.4,.168,3.4,-1.3,2.0,0.1,,craigto01
432,Patrick Baldwin Jr.,22,WAS,SF,22,0,101,14.6,.676,.636,.121,5.0,17.8,11.3,3.1,1.4,1.8,12.6,16.4,0.1,0.0,0.1,.066,1.3,-1.8,-0.5,0.0,,baldwpa01
433,Branden Carlson,25,OKC,C,15,0,95,18.1,.641,.800,.057,5.7,22.1,14.0,8.5,1.0,6.4,5.3,16.9,0.2,0.2,0.4,.225,2.2,1.3,3.5,0.1,,carlsbr01
434,Luka Garza,26,MIN,C,18,0,94,17.9,.569,.333,.235,12.1,15.1,13.7,3.8,1.1,1.0,8.2,28.5,0.1,0.1,0.2,.105,-2.1,-2.8,-4.9,-0.1,,garzalu01
435,Jae Crowder,34,SAC,PF,7,2,92,6.7,.509,.706,.353,7.2,13.1,10.1,5.3,1.6,0.0,16.9,11.0,0.0,0.1,0.1,.038,-3.9,-0.5,-4.4,-0.1,,crowdja01
436,Dominick Barlow,21,ATL,SF,13,1,88,10.6,.483,.250,.250,3.5,16.4,9.8,4.6,1.6,3.2,0.0,14.4,0.0,0.1,0.1,.062,-3.1,-0.4,-3.5,0.0,,barlodo01
437,Isaiah Jackson,23,IND,C,5,1,84,18.5,.600,.000,.609,14.9,22.3,18.6,8.1,1.7,8.8,14.6,17.6,0.1,0.1,0.3,.149,-1.1,1.5,0.4,0.0,,jacksis01
438,Pacome Dadiet,19,NYK,SG,13,0,83,6.4,.455,.700,.100,0.0,17.6,9.0,7.2,0.6,2.2,4.6,11.4,0.0,0.1,0.1,.036,-3.9,-1.2,-5.1,-0.1,,dadiepa01
439,Bol Bol,25,PHO,PF,13,0,75,15.5,.616,.464,.429,9.2,20.0,14.8,6.2,0.0,2.5,17.4,23.8,0.0,0.0,0.1,.040,-0.3,-3.0,-3.4,0.0,,bolbo01
440,Jaylen Clark,23,MIN,SG,8,0,75,10.9,.507,.435,.261,7.6,8.7,8.2,7.6,2.0,0.0,0.0,14.9,0.1,0.1,0.2,.126,-4.5,0.0,-4.5,0.0,,clarkja02
441,Taylor Hendricks,21,UTA,PF,3,3,75,7.3,.354,.667,.222,7.4,14.5,11.0,3.5,3.2,5.1,9.2,12.2,-0.1,0.1,0.0,-0.001,-4.5,1.3,-3.2,0.0,,hendrta01
442,Chris Duarte,27,CHI,SG,17,0,74,16.6,.610,.577,.308,7.1,20.8,14.1,16.6,0.0,0.0,3.3,17.2,0.2,0.0,0.3,.167,2.2,-1.3,0.9,0.1,,duartch01
443,Adam Flagler,25,OKC,SG,17,0,74,-5.9,.198,.837,.000,4.4,7.1,5.8,0.0,2.6,1.4,2.3,25.3,-0.5,0.1,-0.4,-0.257,-14.1,-4.7,-18.8,-0.3,,flaglad01
444,Jarred Vanderbilt,25,LAL,PF,5,0,74,17.5,.474,.250,.125,17.3,23.8,20.7,10.7,6.6,0.0,10.6,11.3,0.1,0.2,0.3,.180,-0.6,4.3,3.8,0.1,,vandeja01
445,Tyler Smith,20,MIL,PF,14,0,70,17.0,.604,.606,.121,6.3,22.2,14.5,8.9,1.4,4.0,14.7,25.4,0.0,0.1,0.1,.072,1.3,0.1,1.4,0.1,,smithty02
446,Damion Lee,32,PHO,SG,12,0,69,11.9,.465,.528,.306,1.7,14.0,8.0,15.2,2.9,0.0,10.9,29.4,-0.1,0.1,-0.1,-0.035,-3.7,-0.4,-4.1,0.0,,leeda03
447,Pete Nance,24,PHI,C,7,0,68,5.4,.472,.800,.133,3.3,14.5,8.6,6.0,0.7,0.0,0.0,10.3,0.0,0.0,0.1,.038,-4.3,-2.0,-6.3,-0.1,,nancepe01
448,Mouhamed Gueye,22,ATL,PF,5,2,68,9.8,.398,.452,.032,4.6,19.6,11.9,4.2,3.4,2.7,3.1,19.4,-0.1,0.1,0.0,-0.013,-3.9,1.7,-2.2,0.0,,gueyemo02
449,Armel Traoré,22,LAL,SF,9,0,67,3.5,.317,.368,.368,3.5,21.4,12.7,2.0,2.9,2.7,12.0,16.5,-0.2,0.1,-0.1,-0.097,-9.4,-0.6,-10.1,-0.1,,armeltr01
450,Garrett Temple,38,TOR,SG,17,0,66,8.1,.328,.467,.267,3.3,13.4,8.3,20.2,4.4,2.9,19.3,13.3,-0.1,0.1,0.0,-0.001,-5.1,3.5,-1.6,0.0,,templga01
451,Bronny James,20,LAL,SG,16,0,64,0.1,.258,.417,.292,1.8,10.3,6.2,13.8,3.1,2.9,15.6,22.1,-0.3,0.1,-0.3,-0.199,-11.2,-1.0,-12.2,-0.2,,jamesbr02
452,Matt Ryan,27,NYK,SF,17,0,62,5.5,.448,.593,.074,0.0,12.7,6.5,2.1,1.6,0.0,9.7,21.6,-0.1,0.0,-0.1,-0.064,-5.6,-2.6,-8.2,-0.1,,ryanma01
453,Trey Alexander,21,DEN,SG,14,0,62,1.9,.318,.500,.111,0.0,6.8,3.6,11.1,0.8,1.4,5.0,13.6,-0.1,0.0,-0.1,-0.060,-7.0,-1.5,-8.5,-0.1,,alexatr01
454,Stanley Umude,25,MIL,SG,19,0,60,3.2,.276,.550,.200,7.4,17.3,12.5,4.1,2.4,3.1,8.4,17.2,-0.2,0.1,-0.1,-0.094,-8.0,-1.2,-9.2,-0.1,,umudest01
455,Yuki Kawamura,23,MEM,PG,18,0,58,9.9,.508,.714,.286,0.0,12.5,6.4,27.7,0.8,0.0,14.5,19.0,0.0,0.1,0.1,.078,-3.5,-0.7,-4.2,0.0,,kawamyu01
456,Joe Ingles,37,MIN,SF,12,0,58,6.3,.556,.556,.000,3.9,3.8,3.9,29.7,0.9,0.0,35.7,10.5,0.0,0.0,0.1,.054,-4.2,0.1,-4.1,0.0,,inglejo01
457,Jazian Gortman,21,DAL,PG,16,0,57,6.6,.485,.478,.174,1.9,7.4,4.7,14.7,1.7,1.5,16.8,22.2,-0.1,0.0,0.0,-0.040,-5.3,-0.9,-6.2,-0.1,,gortmja01
458,Liam Robbins,25,MIL,C,13,0,57,2.7,.363,.250,1.250,13.6,9.1,11.3,4.2,1.7,3.3,32.6,14.1,-0.1,0.1,-0.1,-0.068,-9.4,-1.5,-10.8,-0.1,,robbili01
459,Keshad Johnson,23,MIA,SF,10,0,57,11.2,.546,.333,.500,3.9,28.2,16.2,7.6,0.9,6.7,17.0,13.7,0.0,0.1,0.1,.052,-4.0,0.6,-3.4,0.0,,johnske10
460,Dariq Whitehead,20,BRK,SF,8,0,56,18.1,.684,.840,.120,2.0,8.6,5.2,3.2,2.7,1.8,10.2,23.1,0.0,0.0,0.1,.082,5.9,0.3,6.2,0.1,,whiteda01
461,Chris Livingston,21,MIL,SF,11,1,55,8.9,.448,.308,.462,12.1,24.5,18.5,2.3,3.5,0.0,24.2,16.3,-0.1,0.1,0.0,.000,-5.7,-0.5,-6.3,-0.1,,livinch01
462,Dante Exum,29,DAL,PG,3,2,55,14.3,.525,.231,.308,2.0,7.7,4.9,22.2,2.6,0.0,11.9,25.9,0.0,0.0,0.1,.054,-3.1,-0.4,-3.5,0.0,,exumda01
463,Sidy Cissoko,20,SAS,SF,17,0,54,11.3,.533,.389,.333,5.9,13.4,9.8,16.3,0.9,0.0,8.8,17.9,0.0,0.0,0.1,.052,-1.7,-1.0,-2.7,0.0,,cissosi01
464,Baylor Scheierman,24,BOS,SG,9,0,54,3.0,.252,.706,.118,4.0,22.2,13.0,9.3,1.8,0.0,0.0,14.4,-0.1,0.1,0.0,-0.030,-9.0,0.1,-8.9,-0.1,,scheiba01
465,Kylor Kelley,27,DAL,C,4,1,54,16.9,.773,.000,.667,14.3,21.5,18.0,2.5,0.0,3.3,7.9,10.0,0.2,0.0,0.2,.200,-1.3,-2.2,-3.5,0.0,,kelleky01
466,Alex Ducas,24,OKC,SG,11,0,51,11.1,.588,.765,.000,6.4,14.4,10.4,2.5,0.9,0.0,5.6,15.0,0.1,0.1,0.1,.131,-0.6,-0.7,-1.3,0.0,,ducasal01
467,Jacob Toppin,24,NYK,SF,16,0,49,4.5,.300,.200,.000,4.8,20.6,12.8,9.6,2.0,0.0,16.7,10.6,-0.1,0.1,0.0,-0.024,-6.1,0.1,-6.0,0.0,,toppija01
468,Colin Castleton,24,MEM,C,10,0,46,7.3,.472,.400,1.100,7.1,13.5,10.4,0.0,1.0,2.0,6.3,13.7,0.0,0.1,0.1,.080,-6.0,-1.1,-7.1,-0.1,,castlco01
469,Moses Brown,25,IND,C,9,0,46,16.3,.653,.000,.250,9.9,21.5,15.8,0.0,2.1,2.0,21.3,26.6,0.0,0.1,0.0,.018,-3.9,-1.7,-5.6,0.0,,brownmo01
470,Oscar Tshiebwe,25,UTA,C,3,0,46,16.9,.735,.000,1.333,12.1,35.4,23.9,0.0,4.2,0.0,9.5,9.6,0.1,0.1,0.2,.208,-3.5,0.1,-3.4,0.0,,tshieos01
471,Terrence Shannon Jr.,24,MIN,SG,10,0,45,10.6,.577,.231,.000,0.0,4.9,2.5,16.6,2.2,2.1,18.8,15.5,0.0,0.1,0.0,.050,-3.5,1.0,-2.5,0.0,,shannte01
472,Vince Williams Jr.,24,MEM,SG,3,0,45,3.8,.385,.421,.211,9.6,16.1,12.9,25.2,0.0,4.1,25.2,24.5,-0.2,0.0,-0.1,-0.110,-7.0,-0.1,-7.1,-0.1,,willivi01
473,AJ Johnson,20,MIL,SG,7,0,44,10.8,.503,.263,.105,0.0,16.5,8.5,23.1,1.1,0.0,16.8,23.6,-0.1,0.0,0.0,-0.021,-3.2,-2.2,-5.3,0.0,,johnsaj01
474,JT Thor,22,CLE,PF,9,0,42,19.2,.756,.400,.533,8.0,7.6,7.8,3.3,2.3,6.4,24.5,25.0,0.1,0.1,0.1,.133,-1.0,1.1,0.1,0.0,,thorjt01
475,Tristan Vukcevic,21,WAS,C,9,0,42,13.4,.517,.524,.238,9.7,10.1,9.9,15.8,0.0,2.2,11.5,26.0,0.0,0.0,0.0,-0.007,-0.5,-2.1,-2.6,0.0,,vukcetr01
476,Luke Travers,23,CLE,SG,6,0,42,7.9,.508,.429,.286,2.7,12.6,7.8,13.8,1.1,2.1,20.2,10.1,0.0,0.0,0.1,.065,-5.1,-0.5,-5.6,0.0,,travelu01
477,Markieff Morris,35,DAL,PF,7,0,41,0.0,.273,.591,.000,0.0,20.6,10.5,13.0,1.2,2.1,8.3,24.9,-0.2,0.0,-0.2,-0.205,-10.1,-3.1,-13.2,-0.1,,morrima02
478,PJ Dozier,28,MIN,SG,9,0,35,9.6,.621,1.000,2.000,3.3,12.5,8.0,18.6,1.4,0.0,15.1,8.3,0.0,0.0,0.1,.109,-2.1,2.5,0.3,0.0,,doziepj01
479,Vlatko Čančar,27,DEN,PF,4,0,34,7.7,.643,.286,.000,10.2,15.5,13.0,0.0,0.0,2.6,22.2,11.2,0.0,0.0,0.0,.033,-5.2,-1.8,-6.9,0.0,,cancavl01
480,D.J. Carton,24,TOR,SG,4,0,33,-2.6,.202,.429,.143,0.0,13.4,6.7,10.8,2.9,0.0,35.0,14.6,-0.2,0.0,-0.1,-0.213,-10.0,-1.0,-10.9,-0.1,,cartodj01
481,Daeqwon Plowden,26,ATL,SG,2,0,33,24.5,1.103,.800,.200,9.5,6.7,8.1,0.0,0.0,0.0,8.4,14.7,0.1,0.0,0.2,.220,7.3,1.2,8.4,0.1,,plowdda01
482,James Johnson,37,IND,PF,10,0,32,2.4,.424,.333,.111,0.0,17.2,8.7,16.2,0.0,5.8,29.8,18.2,-0.1,0.0,-0.1,-0.136,-8.2,0.3,-7.9,0.0,,johnsja01
483,E.J. Liddell,24,CHI,PF,6,0,31,15.4,.845,.750,.250,3.4,13.2,8.4,13.2,1.5,2.8,18.4,14.7,0.1,0.0,0.1,.174,-0.1,0.7,0.6,0.0,,liddeej01
484,Maxwell Lewis,22,2TM,SF,8,0,30,6.1,.500,.143,.000,7.8,0.0,3.8,8.5,1.6,0.0,22.2,13.2,0.0,0.0,0.0,-0.001,-3.9,-2.7,-6.6,0.0,,lewisma05
484,Maxwell Lewis,22,LAL,SF,7,0,29,2.2,.333,.000,.000,8.0,0.0,3.9,8.8,1.7,0.0,25.0,12.2,-0.1,0.0,-0.1,-0.086,-6.5,-3.1,-9.7,-0.1,,lewisma05
484,Maxwell Lewis,22,BRK,SF,1,0,1,118.5,1.500,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.1,0.0,0.1,2.480,72.7,10.8,83.5,0.0,,lewisma05
485,Cam Christie,19,LAC,SG,5,0,29,2.8,.304,.667,.222,3.9,19.0,11.5,8.9,3.4,0.0,16.8,17.7,-0.1,0.1,-0.1,-0.087,-7.5,2.2,-5.3,0.0,,chrisca02
486,PJ Hall,22,DEN,C,10,0,28,14.4,.564,.375,.500,8.2,30.1,19.7,9.0,0.0,3.2,9.3,16.3,0.0,0.0,0.1,.122,-3.0,-1.2,-4.3,0.0,,hallpj01
487,Josh Christopher,23,MIA,SG,8,0,28,-0.8,.342,.143,.571,0.0,11.5,5.8,19.1,0.0,3.4,31.3,20.1,-0.1,0.0,-0.1,-0.207,-11.0,-4.4,-15.3,-0.1,,chrisjo01
488,TyTy Washington Jr.,23,PHO,PG,4,0,28,13.5,.667,.500,.000,0.0,3.8,2.0,19.5,3.5,0.0,14.3,11.1,0.0,0.0,0.1,.109,-0.4,1.7,1.4,0.0,,washity02
489,JD Davison,22,BOS,PG,5,0,24,-4.6,.510,.600,.400,0.0,9.1,4.5,5.4,2.1,0.0,50.5,21.5,-0.2,0.0,-0.1,-0.274,-12.4,-2.3,-14.6,-0.1,,davisjd01
490,Bryce McGowens,22,POR,SG,8,0,21,14.4,.674,.286,.857,5.1,0.0,2.6,7.4,2.3,0.0,23.7,25.4,0.0,0.0,0.0,.044,-2.2,-1.0,-3.3,0.0,,mcgowbr01
491,Malevy Leons,25,OKC,SF,6,0,21,-2.3,.266,.500,2.000,5.1,10.0,7.6,5.2,0.0,0.0,21.0,9.6,0.0,0.0,0.0,-0.043,-10.6,-1.8,-12.4,-0.1,,leonsma01
492,Jack McVeigh,28,HOU,PF,6,0,21,4.4,.364,.727,.000,4.9,15.7,10.2,6.6,0.0,4.3,8.3,23.5,-0.1,0.0,0.0,-0.066,-5.1,-2.7,-7.8,0.0,,mcveija01
493,Jeenathan Williams,25,HOU,SG,6,0,21,32.0,.889,.444,.000,0.0,15.7,7.6,8.9,4.6,4.3,10.0,19.6,0.1,0.1,0.1,.310,6.9,6.3,13.2,0.1,,willije02
494,Adama Sanogo,22,CHI,C,4,0,21,15.3,.571,.000,.000,25.2,4.9,14.9,6.8,0.0,0.0,12.5,15.9,0.0,0.0,0.0,.102,0.8,-3.7,-2.9,0.0,,sanogad01
495,Ulrich Chomche,19,TOR,PF,6,0,20,8.6,.644,.000,.667,16.5,16.6,16.5,13.0,0.0,0.0,34.0,12.4,0.0,0.0,0.0,.037,-4.5,-2.2,-6.6,0.0,,chomcul01
496,Mason Jones,26,SAC,SG,4,0,20,18.3,.425,.600,.400,5.5,33.0,19.2,56.9,0.0,0.0,14.5,14.7,0.0,0.0,0.1,.156,2.8,1.3,4.1,0.0,,jonesma05
497,Taze Moore,26,POR,SG,2,0,20,7.2,.276,.400,.200,21.6,22.2,21.9,6.8,4.9,0.0,15.5,27.1,-0.1,0.0,-0.1,-0.162,-3.8,-0.7,-4.5,0.0,,mooreta02
498,Justin Minaya,25,POR,SF,6,0,18,6.3,.000,.000,.000,12.0,6.2,9.1,13.4,2.7,0.0,0.0,2.3,0.0,0.0,0.0,.072,-5.8,0.9,-4.9,0.0,,minayju01
499,Jalen Bridges,23,PHO,SF,4,0,17,-9.1,.129,1.000,.667,0.0,18.9,9.8,0.0,0.0,0.0,34.0,15.3,-0.1,0.0,-0.1,-0.332,-15.0,-5.4,-20.4,-0.1,,bridgja01
500,Lester Quiñones,24,PHI,SG,4,0,17,8.5,.533,.375,.125,19.7,7.2,13.8,10.2,0.0,0.0,32.2,32.3,-0.1,0.0,-0.1,-0.194,-3.5,-6.9,-10.4,0.0,,quinole01
501,Collin Gillespie,25,PHO,PG,5,0,16,20.2,.700,.200,.000,14.3,13.4,13.8,9.6,0.0,5.8,0.0,13.8,0.1,0.0,0.1,.214,4.1,1.7,5.9,0.0,,gilleco01
502,Trentyn Flowers,19,LAC,SF,2,0,16,8.0,.477,.222,.111,7.0,20.7,13.9,0.0,0.0,0.0,9.6,28.2,0.0,0.0,0.0,-0.040,-5.3,-0.6,-5.9,0.0,,flowetr01
503,Leonard Miller,21,MIN,SF,5,0,15,12.3,.415,.429,.857,22.8,36.4,29.8,0.0,3.3,0.0,17.2,33.9,0.0,0.0,0.0,-0.014,-12.4,-4.8,-17.3,-0.1,,millele01
504,A.J. Lawson,24,TOR,SG,4,0,15,19.0,.590,.625,.375,7.3,14.7,11.0,0.0,0.0,0.0,0.0,26.2,0.0,0.0,0.0,.079,4.9,-4.1,0.8,0.0,,lawsoaj01
505,Emoni Bates,21,CLE,SF,4,0,14,-8.9,.000,.800,.000,0.0,0.0,0.0,15.3,0.0,0.0,0.0,15.3,-0.1,0.0,-0.1,-0.289,-12.4,-4.8,-17.2,-0.1,,batesem01
506,Jalen Hood-Schifino,21,LAL,SG,2,0,14,11.6,1.064,.000,2.000,8.3,0.0,4.0,9.1,0.0,6.5,34.7,9.1,0.0,0.0,0.0,.155,-3.8,1.5,-2.3,0.0,,hoodsja01
507,Spencer Jones,23,DEN,SF,6,0,13,2.3,.250,.750,.000,0.0,24.3,12.7,0.0,7.4,0.0,20.0,16.3,-0.1,0.0,0.0,-0.130,-13.5,2.2,-11.2,0.0,,jonessp01
508,Daishen Nix,22,MIN,PG,3,0,13,-7.0,.266,1.000,2.000,0.0,33.6,17.2,28.0,0.0,0.0,68.0,19.8,-0.1,0.0,-0.1,-0.326,-15.2,-1.4,-16.6,0.0,,nixda01
509,Cole Swider,25,DET,SF,2,0,13,-11.1,.000,1.000,.000,0.0,17.0,8.5,8.9,0.0,0.0,0.0,16.3,-0.1,0.0,-0.1,-0.328,-14.7,-5.9,-20.6,-0.1,,swideco01
510,Jared Rhoden,25,CHO,SG,4,0,12,5.5,.250,.250,.000,17.3,18.4,17.9,26.3,4.1,0.0,11.1,31.7,-0.1,0.0,-0.1,-0.206,-7.3,-1.3,-8.6,0.0,,rhodeja01
511,David Duke Jr.,25,SAS,SG,2,0,12,-3.1,.255,.200,.400,0.0,17.3,8.8,21.8,0.0,0.0,14.5,24.4,-0.1,0.0,-0.1,-0.255,-11.1,-4.3,-15.4,0.0,,dukeda01
512,RayJ Dennis,23,IND,PG,6,0,11,17.8,.644,1.000,.667,10.4,20.0,15.3,11.3,8.8,0.0,34.0,23.2,0.0,0.0,0.0,.093,-3.6,6.0,2.4,0.0,,dennira01
513,Harrison Ingram,22,SAS,SF,2,0,11,-5.8,.000,.500,.000,0.0,18.9,9.6,0.0,0.0,0.0,0.0,7.7,0.0,0.0,0.0,-0.161,-11.3,-3.6,-14.9,0.0,,ingraha01
514,Cui Yongxi,21,BRK,SG,5,0,10,-10.8,.190,.429,.286,0.0,24.0,11.6,0.0,0.0,0.0,0.0,34.7,-0.1,0.0,-0.1,-0.484,-16.8,-8.4,-25.2,-0.1,,cuiyo01
515,Quincy Olivari,23,LAL,PG,2,0,10,-5.2,.300,1.000,.000,0.0,0.0,0.0,13.2,0.0,0.0,16.7,26.5,-0.1,0.0,-0.1,-0.309,-10.1,-8.7,-18.8,0.0,,olivaqu01
516,Isaiah Crawford,23,SAC,SF,3,0,9,6.3,.500,.000,.000,0.0,36.6,18.3,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,.042,-7.3,-0.4,-7.8,0.0,,crawfis01
517,Tristen Newton,23,2TM,SG,6,0,9,-13.9,.233,.500,.167,0.0,11.1,6.2,14.4,0.0,0.0,13.4,35.8,-0.1,0.0,-0.1,-0.475,-22.4,-8.9,-31.3,-0.1,,newtotr01
517,Tristen Newton,23,IND,SG,5,0,8,-15.3,.233,.500,.167,0.0,0.0,0.0,16.2,0.0,0.0,13.4,40.3,-0.1,0.0,-0.1,-0.560,-22.1,-11.1,-33.2,-0.1,,newtotr01
517,Tristen Newton,23,MIN,SG,1,0,1,-2.7,,,,0.0,100.0,55.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.201,-24.8,8.5,-16.3,0.0,,newtotr01
518,Daniss Jenkins,23,DET,PG,3,0,8,-26.4,.000,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.5,-0.1,0.0,-0.1,-0.672,-27.0,-12.1,-39.1,-0.1,,jenkida01
519,Bobi Klintman,21,DET,SF,3,0,8,-6.2,.000,.500,.000,0.0,27.6,13.9,14.4,0.0,0.0,0.0,10.6,0.0,0.0,0.0,-0.156,-14.5,-2.3,-16.8,0.0,,klintbo01
520,Riley Minix,24,SAS,SF,1,0,7,-1.8,.000,1.000,.000,0.0,29.6,15.1,0.0,0.0,0.0,0.0,6.1,0.0,0.0,0.0,-0.104,-8.6,-3.3,-11.9,0.0,,minixri01
521,Jaylen Martin,21,BRK,SF,3,0,5,13.1,.750,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.6,0.0,0.0,0.0,.112,4.1,-0.8,3.3,0.0,,martija02
522,Mac McClung,26,ORL,SG,1,0,5,14.7,,,,0.0,24.9,11.6,51.4,0.0,0.0,,0.0,0.0,0.0,0.0,.209,1.8,4.0,5.8,0.0,,mccluma01
523,James Wiseman,23,IND,C,1,0,5,31.8,.615,.250,.500,0.0,22.0,11.2,0.0,0.0,0.0,0.0,42.3,0.0,0.0,0.0,.239,5.8,-4.8,1.1,0.0,,wisemja01
524,Alondes Williams,25,DET,SG,1,0,4,54.5,1.250,.500,.000,0.0,0.0,0.0,68.2,0.0,0.0,0.0,21.2,0.0,0.0,0.0,.573,37.8,6.1,43.9,0.0,,willial06
525,Alex Reese,25,OKC,PF,1,0,2,54.3,1.000,.000,.000,54.0,0.0,26.6,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,.599,23.1,-3.7,19.3,0.0,,reeseal01
526,Zyon Pullin,23,MEM,SG,1,0,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.010,-6.3,-1.7,-8.0,0.0,,pullizy01
,League Average,,,,,,,,.574,.420,.244,5.0,15.0,10.0,16.3,1.7,2.0,12.3,19.9,,,,,,,,,,-9999